patch_name,scene_id,left,top,right,bottom,roi_left,roi_top,roi_right,roi_bottom
SAMPLE_105_x386_y877,SAMPLE_105,386,877,642,1133,386,17,1555,1133
SAMPLE_105_x578_y877,SAMPLE_105,578,877,834,1133,386,17,1555,1133
SAMPLE_105_x770_y877,SAMPLE_105,770,877,1026,1133,386,17,1555,1133
SAMPLE_105_x962_y877,SAMPLE_105,962,877,1218,1133,386,17,1555,1133
SAMPLE_105_x1154_y877,SAMPLE_105,1154,877,1410,1133,386,17,1555,1133
SAMPLE_105_x1299_y877,SAMPLE_105,1299,877,1555,1133,386,17,1555,1133
SAMPLE_106_x358_y0,SAMPLE_106,358,0,614,256,358,0,1587,1200
SAMPLE_106_x550_y0,SAMPLE_106,550,0,806,256,358,0,1587,1200
SAMPLE_106_x742_y0,SAMPLE_106,742,0,998,256,358,0,1587,1200
SAMPLE_106_x934_y0,SAMPLE_106,934,0,1190,256,358,0,1587,1200
SAMPLE_106_x1126_y0,SAMPLE_106,1126,0,1382,256,358,0,1587,1200
SAMPLE_106_x1318_y0,SAMPLE_106,1318,0,1574,256,358,0,1587,1200
SAMPLE_106_x1331_y0,SAMPLE_106,1331,0,1587,256,358,0,1587,1200
SAMPLE_106_x358_y192,SAMPLE_106,358,192,614,448,358,0,1587,1200
SAMPLE_106_x550_y192,SAMPLE_106,550,192,806,448,358,0,1587,1200
SAMPLE_106_x742_y192,SAMPLE_106,742,192,998,448,358,0,1587,1200
SAMPLE_106_x934_y192,SAMPLE_106,934,192,1190,448,358,0,1587,1200
SAMPLE_106_x1126_y192,SAMPLE_106,1126,192,1382,448,358,0,1587,1200
SAMPLE_106_x1318_y192,SAMPLE_106,1318,192,1574,448,358,0,1587,1200
SAMPLE_106_x1331_y192,SAMPLE_106,1331,192,1587,448,358,0,1587,1200
SAMPLE_106_x358_y384,SAMPLE_106,358,384,614,640,358,0,1587,1200
SAMPLE_106_x550_y384,SAMPLE_106,550,384,806,640,358,0,1587,1200
SAMPLE_106_x742_y384,SAMPLE_106,742,384,998,640,358,0,1587,1200
SAMPLE_106_x934_y384,SAMPLE_106,934,384,1190,640,358,0,1587,1200
SAMPLE_106_x1126_y384,SAMPLE_106,1126,384,1382,640,358,0,1587,1200
SAMPLE_106_x1318_y384,SAMPLE_106,1318,384,1574,640,358,0,1587,1200
SAMPLE_106_x1331_y384,SAMPLE_106,1331,384,1587,640,358,0,1587,1200
SAMPLE_106_x358_y576,SAMPLE_106,358,576,614,832,358,0,1587,1200
SAMPLE_106_x550_y576,SAMPLE_106,550,576,806,832,358,0,1587,1200
SAMPLE_106_x742_y576,SAMPLE_106,742,576,998,832,358,0,1587,1200
SAMPLE_106_x934_y576,SAMPLE_106,934,576,1190,832,358,0,1587,1200
SAMPLE_106_x1126_y576,SAMPLE_106,1126,576,1382,832,358,0,1587,1200
SAMPLE_106_x1318_y576,SAMPLE_106,1318,576,1574,832,358,0,1587,1200
SAMPLE_106_x1331_y576,SAMPLE_106,1331,576,1587,832,358,0,1587,1200
SAMPLE_106_x358_y768,SAMPLE_106,358,768,614,1024,358,0,1587,1200
SAMPLE_106_x550_y768,SAMPLE_106,550,768,806,1024,358,0,1587,1200
SAMPLE_106_x742_y768,SAMPLE_106,742,768,998,1024,358,0,1587,1200
SAMPLE_106_x934_y768,SAMPLE_106,934,768,1190,1024,358,0,1587,1200
SAMPLE_106_x1126_y768,SAMPLE_106,1126,768,1382,1024,358,0,1587,1200
SAMPLE_106_x1318_y768,SAMPLE_106,1318,768,1574,1024,358,0,1587,1200
SAMPLE_106_x1331_y768,SAMPLE_106,1331,768,1587,1024,358,0,1587,1200
SAMPLE_106_x358_y944,SAMPLE_106,358,944,614,1200,358,0,1587,1200
SAMPLE_106_x550_y944,SAMPLE_106,550,944,806,1200,358,0,1587,1200
SAMPLE_106_x742_y944,SAMPLE_106,742,944,998,1200,358,0,1587,1200
SAMPLE_106_x934_y944,SAMPLE_106,934,944,1190,1200,358,0,1587,1200
SAMPLE_106_x1126_y944,SAMPLE_106,1126,944,1382,1200,358,0,1587,1200
SAMPLE_106_x1318_y944,SAMPLE_106,1318,944,1574,1200,358,0,1587,1200
SAMPLE_106_x1331_y944,SAMPLE_106,1331,944,1587,1200,358,0,1587,1200
SAMPLE_107_x385_y15,SAMPLE_107,385,15,641,271,385,15,1576,1145
SAMPLE_107_x577_y15,SAMPLE_107,577,15,833,271,385,15,1576,1145
SAMPLE_107_x769_y15,SAMPLE_107,769,15,1025,271,385,15,1576,1145
SAMPLE_107_x961_y15,SAMPLE_107,961,15,1217,271,385,15,1576,1145
SAMPLE_107_x1153_y15,SAMPLE_107,1153,15,1409,271,385,15,1576,1145
SAMPLE_107_x1320_y15,SAMPLE_107,1320,15,1576,271,385,15,1576,1145
SAMPLE_107_x385_y207,SAMPLE_107,385,207,641,463,385,15,1576,1145
SAMPLE_107_x577_y207,SAMPLE_107,577,207,833,463,385,15,1576,1145
SAMPLE_107_x769_y207,SAMPLE_107,769,207,1025,463,385,15,1576,1145
SAMPLE_107_x961_y207,SAMPLE_107,961,207,1217,463,385,15,1576,1145
SAMPLE_107_x1153_y207,SAMPLE_107,1153,207,1409,463,385,15,1576,1145
SAMPLE_107_x1320_y207,SAMPLE_107,1320,207,1576,463,385,15,1576,1145
SAMPLE_107_x385_y399,SAMPLE_107,385,399,641,655,385,15,1576,1145
SAMPLE_107_x577_y399,SAMPLE_107,577,399,833,655,385,15,1576,1145
SAMPLE_107_x769_y399,SAMPLE_107,769,399,1025,655,385,15,1576,1145
SAMPLE_107_x961_y399,SAMPLE_107,961,399,1217,655,385,15,1576,1145
SAMPLE_107_x1153_y399,SAMPLE_107,1153,399,1409,655,385,15,1576,1145
SAMPLE_107_x1320_y399,SAMPLE_107,1320,399,1576,655,385,15,1576,1145
SAMPLE_107_x385_y591,SAMPLE_107,385,591,641,847,385,15,1576,1145
SAMPLE_107_x577_y591,SAMPLE_107,577,591,833,847,385,15,1576,1145
SAMPLE_107_x769_y591,SAMPLE_107,769,591,1025,847,385,15,1576,1145
SAMPLE_107_x961_y591,SAMPLE_107,961,591,1217,847,385,15,1576,1145
SAMPLE_107_x1153_y591,SAMPLE_107,1153,591,1409,847,385,15,1576,1145
SAMPLE_107_x1320_y591,SAMPLE_107,1320,591,1576,847,385,15,1576,1145
SAMPLE_107_x385_y783,SAMPLE_107,385,783,641,1039,385,15,1576,1145
SAMPLE_107_x577_y783,SAMPLE_107,577,783,833,1039,385,15,1576,1145
SAMPLE_107_x769_y783,SAMPLE_107,769,783,1025,1039,385,15,1576,1145
SAMPLE_107_x961_y783,SAMPLE_107,961,783,1217,1039,385,15,1576,1145
SAMPLE_107_x1153_y783,SAMPLE_107,1153,783,1409,1039,385,15,1576,1145
SAMPLE_107_x1320_y783,SAMPLE_107,1320,783,1576,1039,385,15,1576,1145
SAMPLE_107_x385_y889,SAMPLE_107,385,889,641,1145,385,15,1576,1145
SAMPLE_107_x577_y889,SAMPLE_107,577,889,833,1145,385,15,1576,1145
SAMPLE_107_x769_y889,SAMPLE_107,769,889,1025,1145,385,15,1576,1145
SAMPLE_107_x961_y889,SAMPLE_107,961,889,1217,1145,385,15,1576,1145
SAMPLE_107_x1153_y889,SAMPLE_107,1153,889,1409,1145,385,15,1576,1145
SAMPLE_107_x1320_y889,SAMPLE_107,1320,889,1576,1145,385,15,1576,1145
SAMPLE_108_x386_y16,SAMPLE_108,386,16,642,272,386,16,1564,1139
SAMPLE_108_x578_y16,SAMPLE_108,578,16,834,272,386,16,1564,1139
SAMPLE_108_x770_y16,SAMPLE_108,770,16,1026,272,386,16,1564,1139
SAMPLE_108_x962_y16,SAMPLE_108,962,16,1218,272,386,16,1564,1139
SAMPLE_108_x1154_y16,SAMPLE_108,1154,16,1410,272,386,16,1564,1139
SAMPLE_108_x1308_y16,SAMPLE_108,1308,16,1564,272,386,16,1564,1139
SAMPLE_108_x386_y208,SAMPLE_108,386,208,642,464,386,16,1564,1139
SAMPLE_108_x578_y208,SAMPLE_108,578,208,834,464,386,16,1564,1139
SAMPLE_108_x770_y208,SAMPLE_108,770,208,1026,464,386,16,1564,1139
SAMPLE_108_x962_y208,SAMPLE_108,962,208,1218,464,386,16,1564,1139
SAMPLE_108_x1154_y208,SAMPLE_108,1154,208,1410,464,386,16,1564,1139
SAMPLE_108_x1308_y208,SAMPLE_108,1308,208,1564,464,386,16,1564,1139
SAMPLE_108_x386_y400,SAMPLE_108,386,400,642,656,386,16,1564,1139
SAMPLE_108_x578_y400,SAMPLE_108,578,400,834,656,386,16,1564,1139
SAMPLE_108_x770_y400,SAMPLE_108,770,400,1026,656,386,16,1564,1139
SAMPLE_108_x962_y400,SAMPLE_108,962,400,1218,656,386,16,1564,1139
SAMPLE_108_x1154_y400,SAMPLE_108,1154,400,1410,656,386,16,1564,1139
SAMPLE_108_x1308_y400,SAMPLE_108,1308,400,1564,656,386,16,1564,1139
SAMPLE_108_x386_y592,SAMPLE_108,386,592,642,848,386,16,1564,1139
SAMPLE_108_x578_y592,SAMPLE_108,578,592,834,848,386,16,1564,1139
SAMPLE_108_x770_y592,SAMPLE_108,770,592,1026,848,386,16,1564,1139
SAMPLE_108_x962_y592,SAMPLE_108,962,592,1218,848,386,16,1564,1139
SAMPLE_108_x1154_y592,SAMPLE_108,1154,592,1410,848,386,16,1564,1139
SAMPLE_108_x1308_y592,SAMPLE_108,1308,592,1564,848,386,16,1564,1139
SAMPLE_108_x386_y784,SAMPLE_108,386,784,642,1040,386,16,1564,1139
SAMPLE_108_x578_y784,SAMPLE_108,578,784,834,1040,386,16,1564,1139
SAMPLE_108_x770_y784,SAMPLE_108,770,784,1026,1040,386,16,1564,1139
SAMPLE_108_x962_y784,SAMPLE_108,962,784,1218,1040,386,16,1564,1139
SAMPLE_108_x1154_y784,SAMPLE_108,1154,784,1410,1040,386,16,1564,1139
SAMPLE_108_x1308_y784,SAMPLE_108,1308,784,1564,1040,386,16,1564,1139
SAMPLE_108_x386_y883,SAMPLE_108,386,883,642,1139,386,16,1564,1139
SAMPLE_108_x578_y883,SAMPLE_108,578,883,834,1139,386,16,1564,1139
SAMPLE_108_x770_y883,SAMPLE_108,770,883,1026,1139,386,16,1564,1139
SAMPLE_108_x962_y883,SAMPLE_108,962,883,1218,1139,386,16,1564,1139
SAMPLE_108_x1154_y883,SAMPLE_108,1154,883,1410,1139,386,16,1564,1139
SAMPLE_108_x1308_y883,SAMPLE_108,1308,883,1564,1139,386,16,1564,1139
SAMPLE_109_x333_y0,SAMPLE_109,333,0,589,256,333,0,1591,1142
SAMPLE_109_x525_y0,SAMPLE_109,525,0,781,256,333,0,1591,1142
SAMPLE_109_x717_y0,SAMPLE_109,717,0,973,256,333,0,1591,1142
SAMPLE_109_x909_y0,SAMPLE_109,909,0,1165,256,333,0,1591,1142
SAMPLE_109_x1101_y0,SAMPLE_109,1101,0,1357,256,333,0,1591,1142
SAMPLE_109_x1293_y0,SAMPLE_109,1293,0,1549,256,333,0,1591,1142
SAMPLE_109_x1335_y0,SAMPLE_109,1335,0,1591,256,333,0,1591,1142
SAMPLE_109_x333_y192,SAMPLE_109,333,192,589,448,333,0,1591,1142
SAMPLE_109_x525_y192,SAMPLE_109,525,192,781,448,333,0,1591,1142
SAMPLE_109_x717_y192,SAMPLE_109,717,192,973,448,333,0,1591,1142
SAMPLE_109_x909_y192,SAMPLE_109,909,192,1165,448,333,0,1591,1142
SAMPLE_109_x1101_y192,SAMPLE_109,1101,192,1357,448,333,0,1591,1142
SAMPLE_109_x1293_y192,SAMPLE_109,1293,192,1549,448,333,0,1591,1142
SAMPLE_109_x1335_y192,SAMPLE_109,1335,192,1591,448,333,0,1591,1142
SAMPLE_109_x333_y384,SAMPLE_109,333,384,589,640,333,0,1591,1142
SAMPLE_109_x525_y384,SAMPLE_109,525,384,781,640,333,0,1591,1142
SAMPLE_109_x717_y384,SAMPLE_109,717,384,973,640,333,0,1591,1142
SAMPLE_109_x909_y384,SAMPLE_109,909,384,1165,640,333,0,1591,1142
SAMPLE_109_x1101_y384,SAMPLE_109,1101,384,1357,640,333,0,1591,1142
SAMPLE_109_x1293_y384,SAMPLE_109,1293,384,1549,640,333,0,1591,1142
SAMPLE_109_x1335_y384,SAMPLE_109,1335,384,1591,640,333,0,1591,1142
SAMPLE_109_x333_y576,SAMPLE_109,333,576,589,832,333,0,1591,1142
SAMPLE_109_x525_y576,SAMPLE_109,525,576,781,832,333,0,1591,1142
SAMPLE_109_x717_y576,SAMPLE_109,717,576,973,832,333,0,1591,1142
SAMPLE_109_x909_y576,SAMPLE_109,909,576,1165,832,333,0,1591,1142
SAMPLE_109_x1101_y576,SAMPLE_109,1101,576,1357,832,333,0,1591,1142
SAMPLE_109_x1293_y576,SAMPLE_109,1293,576,1549,832,333,0,1591,1142
SAMPLE_109_x1335_y576,SAMPLE_109,1335,576,1591,832,333,0,1591,1142
SAMPLE_109_x333_y768,SAMPLE_109,333,768,589,1024,333,0,1591,1142
SAMPLE_109_x525_y768,SAMPLE_109,525,768,781,1024,333,0,1591,1142
SAMPLE_109_x717_y768,SAMPLE_109,717,768,973,1024,333,0,1591,1142
SAMPLE_109_x909_y768,SAMPLE_109,909,768,1165,1024,333,0,1591,1142
SAMPLE_109_x1101_y768,SAMPLE_109,1101,768,1357,1024,333,0,1591,1142
SAMPLE_109_x1293_y768,SAMPLE_109,1293,768,1549,1024,333,0,1591,1142
SAMPLE_109_x1335_y768,SAMPLE_109,1335,768,1591,1024,333,0,1591,1142
SAMPLE_109_x333_y886,SAMPLE_109,333,886,589,1142,333,0,1591,1142
SAMPLE_109_x525_y886,SAMPLE_109,525,886,781,1142,333,0,1591,1142
SAMPLE_109_x717_y886,SAMPLE_109,717,886,973,1142,333,0,1591,1142
SAMPLE_109_x909_y886,SAMPLE_109,909,886,1165,1142,333,0,1591,1142
SAMPLE_109_x1101_y886,SAMPLE_109,1101,886,1357,1142,333,0,1591,1142
SAMPLE_109_x1293_y886,SAMPLE_109,1293,886,1549,1142,333,0,1591,1142
SAMPLE_109_x1335_y886,SAMPLE_109,1335,886,1591,1142,333,0,1591,1142
SAMPLE_110_x357_y0,SAMPLE_110,357,0,613,256,357,0,1576,1150
SAMPLE_110_x549_y0,SAMPLE_110,549,0,805,256,357,0,1576,1150
SAMPLE_110_x741_y0,SAMPLE_110,741,0,997,256,357,0,1576,1150
SAMPLE_110_x933_y0,SAMPLE_110,933,0,1189,256,357,0,1576,1150
SAMPLE_110_x1125_y0,SAMPLE_110,1125,0,1381,256,357,0,1576,1150
SAMPLE_110_x1317_y0,SAMPLE_110,1317,0,1573,256,357,0,1576,1150
SAMPLE_110_x1320_y0,SAMPLE_110,1320,0,1576,256,357,0,1576,1150
SAMPLE_110_x357_y192,SAMPLE_110,357,192,613,448,357,0,1576,1150
SAMPLE_110_x549_y192,SAMPLE_110,549,192,805,448,357,0,1576,1150
SAMPLE_110_x741_y192,SAMPLE_110,741,192,997,448,357,0,1576,1150
SAMPLE_110_x933_y192,SAMPLE_110,933,192,1189,448,357,0,1576,1150
SAMPLE_110_x1125_y192,SAMPLE_110,1125,192,1381,448,357,0,1576,1150
SAMPLE_110_x1317_y192,SAMPLE_110,1317,192,1573,448,357,0,1576,1150
SAMPLE_110_x1320_y192,SAMPLE_110,1320,192,1576,448,357,0,1576,1150
SAMPLE_110_x357_y384,SAMPLE_110,357,384,613,640,357,0,1576,1150
SAMPLE_110_x549_y384,SAMPLE_110,549,384,805,640,357,0,1576,1150
SAMPLE_110_x741_y384,SAMPLE_110,741,384,997,640,357,0,1576,1150
SAMPLE_110_x933_y384,SAMPLE_110,933,384,1189,640,357,0,1576,1150
SAMPLE_110_x1125_y384,SAMPLE_110,1125,384,1381,640,357,0,1576,1150
SAMPLE_110_x1317_y384,SAMPLE_110,1317,384,1573,640,357,0,1576,1150
SAMPLE_110_x1320_y384,SAMPLE_110,1320,384,1576,640,357,0,1576,1150
SAMPLE_110_x357_y576,SAMPLE_110,357,576,613,832,357,0,1576,1150
SAMPLE_110_x549_y576,SAMPLE_110,549,576,805,832,357,0,1576,1150
SAMPLE_110_x741_y576,SAMPLE_110,741,576,997,832,357,0,1576,1150
SAMPLE_110_x933_y576,SAMPLE_110,933,576,1189,832,357,0,1576,1150
SAMPLE_110_x1125_y576,SAMPLE_110,1125,576,1381,832,357,0,1576,1150
SAMPLE_110_x1317_y576,SAMPLE_110,1317,576,1573,832,357,0,1576,1150
SAMPLE_110_x1320_y576,SAMPLE_110,1320,576,1576,832,357,0,1576,1150
SAMPLE_110_x357_y768,SAMPLE_110,357,768,613,1024,357,0,1576,1150
SAMPLE_110_x549_y768,SAMPLE_110,549,768,805,1024,357,0,1576,1150
SAMPLE_110_x741_y768,SAMPLE_110,741,768,997,1024,357,0,1576,1150
SAMPLE_110_x933_y768,SAMPLE_110,933,768,1189,1024,357,0,1576,1150
SAMPLE_110_x1125_y768,SAMPLE_110,1125,768,1381,1024,357,0,1576,1150
SAMPLE_110_x1317_y768,SAMPLE_110,1317,768,1573,1024,357,0,1576,1150
SAMPLE_110_x1320_y768,SAMPLE_110,1320,768,1576,1024,357,0,1576,1150
SAMPLE_110_x357_y894,SAMPLE_110,357,894,613,1150,357,0,1576,1150
SAMPLE_110_x549_y894,SAMPLE_110,549,894,805,1150,357,0,1576,1150
SAMPLE_110_x741_y894,SAMPLE_110,741,894,997,1150,357,0,1576,1150
SAMPLE_110_x933_y894,SAMPLE_110,933,894,1189,1150,357,0,1576,1150
SAMPLE_110_x1125_y894,SAMPLE_110,1125,894,1381,1150,357,0,1576,1150
SAMPLE_110_x1317_y894,SAMPLE_110,1317,894,1573,1150,357,0,1576,1150
SAMPLE_110_x1320_y894,SAMPLE_110,1320,894,1576,1150,357,0,1576,1150
SAMPLE_111_x395_y16,SAMPLE_111,395,16,651,272,395,16,1537,1139
SAMPLE_111_x587_y16,SAMPLE_111,587,16,843,272,395,16,1537,1139
SAMPLE_111_x779_y16,SAMPLE_111,779,16,1035,272,395,16,1537,1139
SAMPLE_111_x971_y16,SAMPLE_111,971,16,1227,272,395,16,1537,1139
SAMPLE_111_x1163_y16,SAMPLE_111,1163,16,1419,272,395,16,1537,1139
SAMPLE_111_x1281_y16,SAMPLE_111,1281,16,1537,272,395,16,1537,1139
SAMPLE_111_x395_y208,SAMPLE_111,395,208,651,464,395,16,1537,1139
SAMPLE_111_x587_y208,SAMPLE_111,587,208,843,464,395,16,1537,1139
SAMPLE_111_x779_y208,SAMPLE_111,779,208,1035,464,395,16,1537,1139
SAMPLE_111_x971_y208,SAMPLE_111,971,208,1227,464,395,16,1537,1139
SAMPLE_111_x1163_y208,SAMPLE_111,1163,208,1419,464,395,16,1537,1139
SAMPLE_111_x1281_y208,SAMPLE_111,1281,208,1537,464,395,16,1537,1139
SAMPLE_111_x395_y400,SAMPLE_111,395,400,651,656,395,16,1537,1139
SAMPLE_111_x587_y400,SAMPLE_111,587,400,843,656,395,16,1537,1139
SAMPLE_111_x779_y400,SAMPLE_111,779,400,1035,656,395,16,1537,1139
SAMPLE_111_x971_y400,SAMPLE_111,971,400,1227,656,395,16,1537,1139
SAMPLE_111_x1163_y400,SAMPLE_111,1163,400,1419,656,395,16,1537,1139
SAMPLE_111_x1281_y400,SAMPLE_111,1281,400,1537,656,395,16,1537,1139
SAMPLE_111_x395_y592,SAMPLE_111,395,592,651,848,395,16,1537,1139
SAMPLE_111_x587_y592,SAMPLE_111,587,592,843,848,395,16,1537,1139
SAMPLE_111_x779_y592,SAMPLE_111,779,592,1035,848,395,16,1537,1139
SAMPLE_111_x971_y592,SAMPLE_111,971,592,1227,848,395,16,1537,1139
SAMPLE_111_x1163_y592,SAMPLE_111,1163,592,1419,848,395,16,1537,1139
SAMPLE_111_x1281_y592,SAMPLE_111,1281,592,1537,848,395,16,1537,1139
SAMPLE_111_x395_y784,SAMPLE_111,395,784,651,1040,395,16,1537,1139
SAMPLE_111_x587_y784,SAMPLE_111,587,784,843,1040,395,16,1537,1139
SAMPLE_111_x779_y784,SAMPLE_111,779,784,1035,1040,395,16,1537,1139
SAMPLE_111_x971_y784,SAMPLE_111,971,784,1227,1040,395,16,1537,1139
SAMPLE_111_x1163_y784,SAMPLE_111,1163,784,1419,1040,395,16,1537,1139
SAMPLE_111_x1281_y784,SAMPLE_111,1281,784,1537,1040,395,16,1537,1139
SAMPLE_111_x395_y883,SAMPLE_111,395,883,651,1139,395,16,1537,1139
SAMPLE_111_x587_y883,SAMPLE_111,587,883,843,1139,395,16,1537,1139
SAMPLE_111_x779_y883,SAMPLE_111,779,883,1035,1139,395,16,1537,1139
SAMPLE_111_x971_y883,SAMPLE_111,971,883,1227,1139,395,16,1537,1139
SAMPLE_111_x1163_y883,SAMPLE_111,1163,883,1419,1139,395,16,1537,1139
SAMPLE_111_x1281_y883,SAMPLE_111,1281,883,1537,1139,395,16,1537,1139
SAMPLE_112_x386_y15,SAMPLE_112,386,15,642,271,386,15,1563,1137
SAMPLE_112_x578_y15,SAMPLE_112,578,15,834,271,386,15,1563,1137
SAMPLE_112_x770_y15,SAMPLE_112,770,15,1026,271,386,15,1563,1137
SAMPLE_112_x962_y15,SAMPLE_112,962,15,1218,271,386,15,1563,1137
SAMPLE_112_x1154_y15,SAMPLE_112,1154,15,1410,271,386,15,1563,1137
SAMPLE_112_x1307_y15,SAMPLE_112,1307,15,1563,271,386,15,1563,1137
SAMPLE_112_x386_y207,SAMPLE_112,386,207,642,463,386,15,1563,1137
SAMPLE_112_x578_y207,SAMPLE_112,578,207,834,463,386,15,1563,1137
SAMPLE_112_x770_y207,SAMPLE_112,770,207,1026,463,386,15,1563,1137
SAMPLE_112_x962_y207,SAMPLE_112,962,207,1218,463,386,15,1563,1137
SAMPLE_112_x1154_y207,SAMPLE_112,1154,207,1410,463,386,15,1563,1137
SAMPLE_112_x1307_y207,SAMPLE_112,1307,207,1563,463,386,15,1563,1137
SAMPLE_112_x386_y399,SAMPLE_112,386,399,642,655,386,15,1563,1137
SAMPLE_112_x578_y399,SAMPLE_112,578,399,834,655,386,15,1563,1137
SAMPLE_112_x770_y399,SAMPLE_112,770,399,1026,655,386,15,1563,1137
SAMPLE_112_x962_y399,SAMPLE_112,962,399,1218,655,386,15,1563,1137
SAMPLE_112_x1154_y399,SAMPLE_112,1154,399,1410,655,386,15,1563,1137
SAMPLE_112_x1307_y399,SAMPLE_112,1307,399,1563,655,386,15,1563,1137
SAMPLE_112_x386_y591,SAMPLE_112,386,591,642,847,386,15,1563,1137
SAMPLE_112_x578_y591,SAMPLE_112,578,591,834,847,386,15,1563,1137
SAMPLE_112_x770_y591,SAMPLE_112,770,591,1026,847,386,15,1563,1137
SAMPLE_112_x962_y591,SAMPLE_112,962,591,1218,847,386,15,1563,1137
SAMPLE_112_x1154_y591,SAMPLE_112,1154,591,1410,847,386,15,1563,1137
SAMPLE_112_x1307_y591,SAMPLE_112,1307,591,1563,847,386,15,1563,1137
SAMPLE_112_x386_y783,SAMPLE_112,386,783,642,1039,386,15,1563,1137
SAMPLE_112_x578_y783,SAMPLE_112,578,783,834,1039,386,15,1563,1137
SAMPLE_112_x770_y783,SAMPLE_112,770,783,1026,1039,386,15,1563,1137
SAMPLE_112_x962_y783,SAMPLE_112,962,783,1218,1039,386,15,1563,1137
SAMPLE_112_x1154_y783,SAMPLE_112,1154,783,1410,1039,386,15,1563,1137
SAMPLE_112_x1307_y783,SAMPLE_112,1307,783,1563,1039,386,15,1563,1137
SAMPLE_112_x386_y881,SAMPLE_112,386,881,642,1137,386,15,1563,1137
SAMPLE_112_x578_y881,SAMPLE_112,578,881,834,1137,386,15,1563,1137
SAMPLE_112_x770_y881,SAMPLE_112,770,881,1026,1137,386,15,1563,1137
SAMPLE_112_x962_y881,SAMPLE_112,962,881,1218,1137,386,15,1563,1137
SAMPLE_112_x1154_y881,SAMPLE_112,1154,881,1410,1137,386,15,1563,1137
SAMPLE_112_x1307_y881,SAMPLE_112,1307,881,1563,1137,386,15,1563,1137
SAMPLE_113_x385_y15,SAMPLE_113,385,15,641,271,385,15,1566,1140
SAMPLE_113_x577_y15,SAMPLE_113,577,15,833,271,385,15,1566,1140
SAMPLE_113_x769_y15,SAMPLE_113,769,15,1025,271,385,15,1566,1140
SAMPLE_113_x961_y15,SAMPLE_113,961,15,1217,271,385,15,1566,1140
SAMPLE_113_x1153_y15,SAMPLE_113,1153,15,1409,271,385,15,1566,1140
SAMPLE_113_x1310_y15,SAMPLE_113,1310,15,1566,271,385,15,1566,1140
SAMPLE_113_x385_y207,SAMPLE_113,385,207,641,463,385,15,1566,1140
SAMPLE_113_x577_y207,SAMPLE_113,577,207,833,463,385,15,1566,1140
SAMPLE_113_x769_y207,SAMPLE_113,769,207,1025,463,385,15,1566,1140
SAMPLE_113_x961_y207,SAMPLE_113,961,207,1217,463,385,15,1566,1140
SAMPLE_113_x1153_y207,SAMPLE_113,1153,207,1409,463,385,15,1566,1140
SAMPLE_113_x1310_y207,SAMPLE_113,1310,207,1566,463,385,15,1566,1140
SAMPLE_113_x385_y399,SAMPLE_113,385,399,641,655,385,15,1566,1140
SAMPLE_113_x577_y399,SAMPLE_113,577,399,833,655,385,15,1566,1140
SAMPLE_113_x769_y399,SAMPLE_113,769,399,1025,655,385,15,1566,1140
SAMPLE_113_x961_y399,SAMPLE_113,961,399,1217,655,385,15,1566,1140
SAMPLE_113_x1153_y399,SAMPLE_113,1153,399,1409,655,385,15,1566,1140
SAMPLE_113_x1310_y399,SAMPLE_113,1310,399,1566,655,385,15,1566,1140
SAMPLE_113_x385_y591,SAMPLE_113,385,591,641,847,385,15,1566,1140
SAMPLE_113_x577_y591,SAMPLE_113,577,591,833,847,385,15,1566,1140
SAMPLE_113_x769_y591,SAMPLE_113,769,591,1025,847,385,15,1566,1140
SAMPLE_113_x961_y591,SAMPLE_113,961,591,1217,847,385,15,1566,1140
SAMPLE_113_x1153_y591,SAMPLE_113,1153,591,1409,847,385,15,1566,1140
SAMPLE_113_x1310_y591,SAMPLE_113,1310,591,1566,847,385,15,1566,1140
SAMPLE_113_x385_y783,SAMPLE_113,385,783,641,1039,385,15,1566,1140
SAMPLE_113_x577_y783,SAMPLE_113,577,783,833,1039,385,15,1566,1140
SAMPLE_113_x769_y783,SAMPLE_113,769,783,1025,1039,385,15,1566,1140
SAMPLE_113_x961_y783,SAMPLE_113,961,783,1217,1039,385,15,1566,1140
SAMPLE_113_x1153_y783,SAMPLE_113,1153,783,1409,1039,385,15,1566,1140
SAMPLE_113_x1310_y783,SAMPLE_113,1310,783,1566,1039,385,15,1566,1140
SAMPLE_113_x385_y884,SAMPLE_113,385,884,641,1140,385,15,1566,1140
SAMPLE_113_x577_y884,SAMPLE_113,577,884,833,1140,385,15,1566,1140
SAMPLE_113_x769_y884,SAMPLE_113,769,884,1025,1140,385,15,1566,1140
SAMPLE_113_x961_y884,SAMPLE_113,961,884,1217,1140,385,15,1566,1140
SAMPLE_113_x1153_y884,SAMPLE_113,1153,884,1409,1140,385,15,1566,1140
SAMPLE_113_x1310_y884,SAMPLE_113,1310,884,1566,1140,385,15,1566,1140
SAMPLE_114_x395_y17,SAMPLE_114,395,17,651,273,395,17,1536,1134
SAMPLE_114_x587_y17,SAMPLE_114,587,17,843,273,395,17,1536,1134
SAMPLE_114_x779_y17,SAMPLE_114,779,17,1035,273,395,17,1536,1134
SAMPLE_114_x971_y17,SAMPLE_114,971,17,1227,273,395,17,1536,1134
SAMPLE_114_x1163_y17,SAMPLE_114,1163,17,1419,273,395,17,1536,1134
SAMPLE_114_x1280_y17,SAMPLE_114,1280,17,1536,273,395,17,1536,1134
SAMPLE_114_x395_y209,SAMPLE_114,395,209,651,465,395,17,1536,1134
