patch_name,scene_id,left,top,right,bottom,roi_left,roi_top,roi_right,roi_bottom
SAMPLE_070_x578_y384,SAMPLE_070,578,384,834,640,194,0,1639,1200
SAMPLE_070_x770_y384,SAMPLE_070,770,384,1026,640,194,0,1639,1200
SAMPLE_070_x962_y384,SAMPLE_070,962,384,1218,640,194,0,1639,1200
SAMPLE_070_x1154_y384,SAMPLE_070,1154,384,1410,640,194,0,1639,1200
SAMPLE_070_x1346_y384,SAMPLE_070,1346,384,1602,640,194,0,1639,1200
SAMPLE_070_x1383_y384,SAMPLE_070,1383,384,1639,640,194,0,1639,1200
SAMPLE_070_x194_y576,SAMPLE_070,194,576,450,832,194,0,1639,1200
SAMPLE_070_x386_y576,SAMPLE_070,386,576,642,832,194,0,1639,1200
SAMPLE_070_x578_y576,SAMPLE_070,578,576,834,832,194,0,1639,1200
SAMPLE_070_x770_y576,SAMPLE_070,770,576,1026,832,194,0,1639,1200
SAMPLE_070_x962_y576,SAMPLE_070,962,576,1218,832,194,0,1639,1200
SAMPLE_070_x1154_y576,SAMPLE_070,1154,576,1410,832,194,0,1639,1200
SAMPLE_070_x1346_y576,SAMPLE_070,1346,576,1602,832,194,0,1639,1200
SAMPLE_070_x1383_y576,SAMPLE_070,1383,576,1639,832,194,0,1639,1200
SAMPLE_070_x194_y768,SAMPLE_070,194,768,450,1024,194,0,1639,1200
SAMPLE_070_x386_y768,SAMPLE_070,386,768,642,1024,194,0,1639,1200
SAMPLE_070_x578_y768,SAMPLE_070,578,768,834,1024,194,0,1639,1200
SAMPLE_070_x770_y768,SAMPLE_070,770,768,1026,1024,194,0,1639,1200
SAMPLE_070_x962_y768,SAMPLE_070,962,768,1218,1024,194,0,1639,1200
SAMPLE_070_x1154_y768,SAMPLE_070,1154,768,1410,1024,194,0,1639,1200
SAMPLE_070_x1346_y768,SAMPLE_070,1346,768,1602,1024,194,0,1639,1200
SAMPLE_070_x1383_y768,SAMPLE_070,1383,768,1639,1024,194,0,1639,1200
SAMPLE_070_x194_y944,SAMPLE_070,194,944,450,1200,194,0,1639,1200
SAMPLE_070_x386_y944,SAMPLE_070,386,944,642,1200,194,0,1639,1200
SAMPLE_070_x578_y944,SAMPLE_070,578,944,834,1200,194,0,1639,1200
SAMPLE_070_x770_y944,SAMPLE_070,770,944,1026,1200,194,0,1639,1200
SAMPLE_070_x962_y944,SAMPLE_070,962,944,1218,1200,194,0,1639,1200
SAMPLE_070_x1154_y944,SAMPLE_070,1154,944,1410,1200,194,0,1639,1200
SAMPLE_070_x1346_y944,SAMPLE_070,1346,944,1602,1200,194,0,1639,1200
SAMPLE_070_x1383_y944,SAMPLE_070,1383,944,1639,1200,194,0,1639,1200
SAMPLE_071_x332_y0,SAMPLE_071,332,0,588,256,332,0,1520,1135
SAMPLE_071_x524_y0,SAMPLE_071,524,0,780,256,332,0,1520,1135
SAMPLE_071_x716_y0,SAMPLE_071,716,0,972,256,332,0,1520,1135
SAMPLE_071_x908_y0,SAMPLE_071,908,0,1164,256,332,0,1520,1135
SAMPLE_071_x1100_y0,SAMPLE_071,1100,0,1356,256,332,0,1520,1135
SAMPLE_071_x1264_y0,SAMPLE_071,1264,0,1520,256,332,0,1520,1135
SAMPLE_071_x332_y192,SAMPLE_071,332,192,588,448,332,0,1520,1135
SAMPLE_071_x524_y192,SAMPLE_071,524,192,780,448,332,0,1520,1135
SAMPLE_071_x716_y192,SAMPLE_071,716,192,972,448,332,0,1520,1135
SAMPLE_071_x908_y192,SAMPLE_071,908,192,1164,448,332,0,1520,1135
SAMPLE_071_x1100_y192,SAMPLE_071,1100,192,1356,448,332,0,1520,1135
SAMPLE_071_x1264_y192,SAMPLE_071,1264,192,1520,448,332,0,1520,1135
SAMPLE_071_x332_y384,SAMPLE_071,332,384,588,640,332,0,1520,1135
SAMPLE_071_x524_y384,SAMPLE_071,524,384,780,640,332,0,1520,1135
SAMPLE_071_x716_y384,SAMPLE_071,716,384,972,640,332,0,1520,1135
SAMPLE_071_x908_y384,SAMPLE_071,908,384,1164,640,332,0,1520,1135
SAMPLE_071_x1100_y384,SAMPLE_071,1100,384,1356,640,332,0,1520,1135
SAMPLE_071_x1264_y384,SAMPLE_071,1264,384,1520,640,332,0,1520,1135
SAMPLE_071_x332_y576,SAMPLE_071,332,576,588,832,332,0,1520,1135
SAMPLE_071_x524_y576,SAMPLE_071,524,576,780,832,332,0,1520,1135
SAMPLE_071_x716_y576,SAMPLE_071,716,576,972,832,332,0,1520,1135
SAMPLE_071_x908_y576,SAMPLE_071,908,576,1164,832,332,0,1520,1135
SAMPLE_071_x1100_y576,SAMPLE_071,1100,576,1356,832,332,0,1520,1135
SAMPLE_071_x1264_y576,SAMPLE_071,1264,576,1520,832,332,0,1520,1135
SAMPLE_071_x332_y768,SAMPLE_071,332,768,588,1024,332,0,1520,1135
SAMPLE_071_x524_y768,SAMPLE_071,524,768,780,1024,332,0,1520,1135
SAMPLE_071_x716_y768,SAMPLE_071,716,768,972,1024,332,0,1520,1135
SAMPLE_071_x908_y768,SAMPLE_071,908,768,1164,1024,332,0,1520,1135
SAMPLE_071_x1100_y768,SAMPLE_071,1100,768,1356,1024,332,0,1520,1135
SAMPLE_071_x1264_y768,SAMPLE_071,1264,768,1520,1024,332,0,1520,1135
SAMPLE_071_x332_y879,SAMPLE_071,332,879,588,1135,332,0,1520,1135
SAMPLE_071_x524_y879,SAMPLE_071,524,879,780,1135,332,0,1520,1135
SAMPLE_071_x716_y879,SAMPLE_071,716,879,972,1135,332,0,1520,1135
SAMPLE_071_x908_y879,SAMPLE_071,908,879,1164,1135,332,0,1520,1135
SAMPLE_071_x1100_y879,SAMPLE_071,1100,879,1356,1135,332,0,1520,1135
SAMPLE_071_x1264_y879,SAMPLE_071,1264,879,1520,1135,332,0,1520,1135
SAMPLE_072_x330_y0,SAMPLE_072,330,0,586,256,330,0,1518,1112
SAMPLE_072_x522_y0,SAMPLE_072,522,0,778,256,330,0,1518,1112
SAMPLE_072_x714_y0,SAMPLE_072,714,0,970,256,330,0,1518,1112
SAMPLE_072_x906_y0,SAMPLE_072,906,0,1162,256,330,0,1518,1112
SAMPLE_072_x1098_y0,SAMPLE_072,1098,0,1354,256,330,0,1518,1112
SAMPLE_072_x1262_y0,SAMPLE_072,1262,0,1518,256,330,0,1518,1112
SAMPLE_072_x330_y192,SAMPLE_072,330,192,586,448,330,0,1518,1112
SAMPLE_072_x522_y192,SAMPLE_072,522,192,778,448,330,0,1518,1112
SAMPLE_072_x714_y192,SAMPLE_072,714,192,970,448,330,0,1518,1112
SAMPLE_072_x906_y192,SAMPLE_072,906,192,1162,448,330,0,1518,1112
SAMPLE_072_x1098_y192,SAMPLE_072,1098,192,1354,448,330,0,1518,1112
SAMPLE_072_x1262_y192,SAMPLE_072,1262,192,1518,448,330,0,1518,1112
SAMPLE_072_x330_y384,SAMPLE_072,330,384,586,640,330,0,1518,1112
SAMPLE_072_x522_y384,SAMPLE_072,522,384,778,640,330,0,1518,1112
SAMPLE_072_x714_y384,SAMPLE_072,714,384,970,640,330,0,1518,1112
SAMPLE_072_x906_y384,SAMPLE_072,906,384,1162,640,330,0,1518,1112
SAMPLE_072_x1098_y384,SAMPLE_072,1098,384,1354,640,330,0,1518,1112
SAMPLE_072_x1262_y384,SAMPLE_072,1262,384,1518,640,330,0,1518,1112
SAMPLE_072_x330_y576,SAMPLE_072,330,576,586,832,330,0,1518,1112
SAMPLE_072_x522_y576,SAMPLE_072,522,576,778,832,330,0,1518,1112
SAMPLE_072_x714_y576,SAMPLE_072,714,576,970,832,330,0,1518,1112
SAMPLE_072_x906_y576,SAMPLE_072,906,576,1162,832,330,0,1518,1112
SAMPLE_072_x1098_y576,SAMPLE_072,1098,576,1354,832,330,0,1518,1112
SAMPLE_072_x1262_y576,SAMPLE_072,1262,576,1518,832,330,0,1518,1112
SAMPLE_072_x330_y768,SAMPLE_072,330,768,586,1024,330,0,1518,1112
SAMPLE_072_x522_y768,SAMPLE_072,522,768,778,1024,330,0,1518,1112
SAMPLE_072_x714_y768,SAMPLE_072,714,768,970,1024,330,0,1518,1112
SAMPLE_072_x906_y768,SAMPLE_072,906,768,1162,1024,330,0,1518,1112
SAMPLE_072_x1098_y768,SAMPLE_072,1098,768,1354,1024,330,0,1518,1112
SAMPLE_072_x1262_y768,SAMPLE_072,1262,768,1518,1024,330,0,1518,1112
SAMPLE_072_x330_y856,SAMPLE_072,330,856,586,1112,330,0,1518,1112
SAMPLE_072_x522_y856,SAMPLE_072,522,856,778,1112,330,0,1518,1112
SAMPLE_072_x714_y856,SAMPLE_072,714,856,970,1112,330,0,1518,1112
SAMPLE_072_x906_y856,SAMPLE_072,906,856,1162,1112,330,0,1518,1112
SAMPLE_072_x1098_y856,SAMPLE_072,1098,856,1354,1112,330,0,1518,1112
SAMPLE_072_x1262_y856,SAMPLE_072,1262,856,1518,1112,330,0,1518,1112
SAMPLE_073_x355_y0,SAMPLE_073,355,0,611,256,355,0,1575,1106
SAMPLE_073_x547_y0,SAMPLE_073,547,0,803,256,355,0,1575,1106
SAMPLE_073_x739_y0,SAMPLE_073,739,0,995,256,355,0,1575,1106
SAMPLE_073_x931_y0,SAMPLE_073,931,0,1187,256,355,0,1575,1106
SAMPLE_073_x1123_y0,SAMPLE_073,1123,0,1379,256,355,0,1575,1106
SAMPLE_073_x1315_y0,SAMPLE_073,1315,0,1571,256,355,0,1575,1106
SAMPLE_073_x1319_y0,SAMPLE_073,1319,0,1575,256,355,0,1575,1106
SAMPLE_073_x355_y192,SAMPLE_073,355,192,611,448,355,0,1575,1106
SAMPLE_073_x547_y192,SAMPLE_073,547,192,803,448,355,0,1575,1106
SAMPLE_073_x739_y192,SAMPLE_073,739,192,995,448,355,0,1575,1106
SAMPLE_073_x931_y192,SAMPLE_073,931,192,1187,448,355,0,1575,1106
SAMPLE_073_x1123_y192,SAMPLE_073,1123,192,1379,448,355,0,1575,1106
SAMPLE_073_x1315_y192,SAMPLE_073,1315,192,1571,448,355,0,1575,1106
SAMPLE_073_x1319_y192,SAMPLE_073,1319,192,1575,448,355,0,1575,1106
SAMPLE_073_x355_y384,SAMPLE_073,355,384,611,640,355,0,1575,1106
SAMPLE_073_x547_y384,SAMPLE_073,547,384,803,640,355,0,1575,1106
SAMPLE_073_x739_y384,SAMPLE_073,739,384,995,640,355,0,1575,1106
SAMPLE_073_x931_y384,SAMPLE_073,931,384,1187,640,355,0,1575,1106
SAMPLE_073_x1123_y384,SAMPLE_073,1123,384,1379,640,355,0,1575,1106
SAMPLE_073_x1315_y384,SAMPLE_073,1315,384,1571,640,355,0,1575,1106
SAMPLE_073_x1319_y384,SAMPLE_073,1319,384,1575,640,355,0,1575,1106
SAMPLE_073_x355_y576,SAMPLE_073,355,576,611,832,355,0,1575,1106
SAMPLE_073_x547_y576,SAMPLE_073,547,576,803,832,355,0,1575,1106
SAMPLE_073_x739_y576,SAMPLE_073,739,576,995,832,355,0,1575,1106
SAMPLE_073_x931_y576,SAMPLE_073,931,576,1187,832,355,0,1575,1106
SAMPLE_073_x1123_y576,SAMPLE_073,1123,576,1379,832,355,0,1575,1106
SAMPLE_073_x1315_y576,SAMPLE_073,1315,576,1571,832,355,0,1575,1106
SAMPLE_073_x1319_y576,SAMPLE_073,1319,576,1575,832,355,0,1575,1106
SAMPLE_073_x355_y768,SAMPLE_073,355,768,611,1024,355,0,1575,1106
SAMPLE_073_x547_y768,SAMPLE_073,547,768,803,1024,355,0,1575,1106
SAMPLE_073_x739_y768,SAMPLE_073,739,768,995,1024,355,0,1575,1106
SAMPLE_073_x931_y768,SAMPLE_073,931,768,1187,1024,355,0,1575,1106
SAMPLE_073_x1123_y768,SAMPLE_073,1123,768,1379,1024,355,0,1575,1106
SAMPLE_073_x1315_y768,SAMPLE_073,1315,768,1571,1024,355,0,1575,1106
SAMPLE_073_x1319_y768,SAMPLE_073,1319,768,1575,1024,355,0,1575,1106
SAMPLE_073_x355_y850,SAMPLE_073,355,850,611,1106,355,0,1575,1106
SAMPLE_073_x547_y850,SAMPLE_073,547,850,803,1106,355,0,1575,1106
SAMPLE_073_x739_y850,SAMPLE_073,739,850,995,1106,355,0,1575,1106
SAMPLE_073_x931_y850,SAMPLE_073,931,850,1187,1106,355,0,1575,1106
SAMPLE_073_x1123_y850,SAMPLE_073,1123,850,1379,1106,355,0,1575,1106
SAMPLE_073_x1315_y850,SAMPLE_073,1315,850,1571,1106,355,0,1575,1106
SAMPLE_073_x1319_y850,SAMPLE_073,1319,850,1575,1106,355,0,1575,1106
SAMPLE_074_x325_y0,SAMPLE_074,325,0,581,256,325,0,1590,1120
SAMPLE_074_x517_y0,SAMPLE_074,517,0,773,256,325,0,1590,1120
SAMPLE_074_x709_y0,SAMPLE_074,709,0,965,256,325,0,1590,1120
SAMPLE_074_x901_y0,SAMPLE_074,901,0,1157,256,325,0,1590,1120
SAMPLE_074_x1093_y0,SAMPLE_074,1093,0,1349,256,325,0,1590,1120
SAMPLE_074_x1285_y0,SAMPLE_074,1285,0,1541,256,325,0,1590,1120
SAMPLE_074_x1334_y0,SAMPLE_074,1334,0,1590,256,325,0,1590,1120
SAMPLE_074_x325_y192,SAMPLE_074,325,192,581,448,325,0,1590,1120
SAMPLE_074_x517_y192,SAMPLE_074,517,192,773,448,325,0,1590,1120
SAMPLE_074_x709_y192,SAMPLE_074,709,192,965,448,325,0,1590,1120
SAMPLE_074_x901_y192,SAMPLE_074,901,192,1157,448,325,0,1590,1120
SAMPLE_074_x1093_y192,SAMPLE_074,1093,192,1349,448,325,0,1590,1120
SAMPLE_074_x1285_y192,SAMPLE_074,1285,192,1541,448,325,0,1590,1120
SAMPLE_074_x1334_y192,SAMPLE_074,1334,192,1590,448,325,0,1590,1120
SAMPLE_074_x325_y384,SAMPLE_074,325,384,581,640,325,0,1590,1120
SAMPLE_074_x517_y384,SAMPLE_074,517,384,773,640,325,0,1590,1120
SAMPLE_074_x709_y384,SAMPLE_074,709,384,965,640,325,0,1590,1120
SAMPLE_074_x901_y384,SAMPLE_074,901,384,1157,640,325,0,1590,1120
SAMPLE_074_x1093_y384,SAMPLE_074,1093,384,1349,640,325,0,1590,1120
SAMPLE_074_x1285_y384,SAMPLE_074,1285,384,1541,640,325,0,1590,1120
SAMPLE_074_x1334_y384,SAMPLE_074,1334,384,1590,640,325,0,1590,1120
SAMPLE_074_x325_y576,SAMPLE_074,325,576,581,832,325,0,1590,1120
SAMPLE_074_x517_y576,SAMPLE_074,517,576,773,832,325,0,1590,1120
SAMPLE_074_x709_y576,SAMPLE_074,709,576,965,832,325,0,1590,1120
SAMPLE_074_x901_y576,SAMPLE_074,901,576,1157,832,325,0,1590,1120
SAMPLE_074_x1093_y576,SAMPLE_074,1093,576,1349,832,325,0,1590,1120
SAMPLE_074_x1285_y576,SAMPLE_074,1285,576,1541,832,325,0,1590,1120
SAMPLE_074_x1334_y576,SAMPLE_074,1334,576,1590,832,325,0,1590,1120
SAMPLE_074_x325_y768,SAMPLE_074,325,768,581,1024,325,0,1590,1120
SAMPLE_074_x517_y768,SAMPLE_074,517,768,773,1024,325,0,1590,1120
SAMPLE_074_x709_y768,SAMPLE_074,709,768,965,1024,325,0,1590,1120
SAMPLE_074_x901_y768,SAMPLE_074,901,768,1157,1024,325,0,1590,1120
SAMPLE_074_x1093_y768,SAMPLE_074,1093,768,1349,1024,325,0,1590,1120
SAMPLE_074_x1285_y768,SAMPLE_074,1285,768,1541,1024,325,0,1590,1120
SAMPLE_074_x1334_y768,SAMPLE_074,1334,768,1590,1024,325,0,1590,1120
SAMPLE_074_x325_y864,SAMPLE_074,325,864,581,1120,325,0,1590,1120
SAMPLE_074_x517_y864,SAMPLE_074,517,864,773,1120,325,0,1590,1120
SAMPLE_074_x709_y864,SAMPLE_074,709,864,965,1120,325,0,1590,1120
SAMPLE_074_x901_y864,SAMPLE_074,901,864,1157,1120,325,0,1590,1120
SAMPLE_074_x1093_y864,SAMPLE_074,1093,864,1349,1120,325,0,1590,1120
SAMPLE_074_x1285_y864,SAMPLE_074,1285,864,1541,1120,325,0,1590,1120
SAMPLE_074_x1334_y864,SAMPLE_074,1334,864,1590,1120,325,0,1590,1120
SAMPLE_075_x438_y11,SAMPLE_075,438,11,694,267,438,11,1520,1094
SAMPLE_075_x630_y11,SAMPLE_075,630,11,886,267,438,11,1520,1094
SAMPLE_075_x822_y11,SAMPLE_075,822,11,1078,267,438,11,1520,1094
SAMPLE_075_x1014_y11,SAMPLE_075,1014,11,1270,267,438,11,1520,1094
SAMPLE_075_x1206_y11,SAMPLE_075,1206,11,1462,267,438,11,1520,1094
SAMPLE_075_x1264_y11,SAMPLE_075,1264,11,1520,267,438,11,1520,1094
SAMPLE_075_x438_y203,SAMPLE_075,438,203,694,459,438,11,1520,1094
SAMPLE_075_x630_y203,SAMPLE_075,630,203,886,459,438,11,1520,1094
SAMPLE_075_x822_y203,SAMPLE_075,822,203,1078,459,438,11,1520,1094
SAMPLE_075_x1014_y203,SAMPLE_075,1014,203,1270,459,438,11,1520,1094
SAMPLE_075_x1206_y203,SAMPLE_075,1206,203,1462,459,438,11,1520,1094
SAMPLE_075_x1264_y203,SAMPLE_075,1264,203,1520,459,438,11,1520,1094
SAMPLE_075_x438_y395,SAMPLE_075,438,395,694,651,438,11,1520,1094
SAMPLE_075_x630_y395,SAMPLE_075,630,395,886,651,438,11,1520,1094
SAMPLE_075_x822_y395,SAMPLE_075,822,395,1078,651,438,11,1520,1094
SAMPLE_075_x1014_y395,SAMPLE_075,1014,395,1270,651,438,11,1520,1094
SAMPLE_075_x1206_y395,SAMPLE_075,1206,395,1462,651,438,11,1520,1094
SAMPLE_075_x1264_y395,SAMPLE_075,1264,395,1520,651,438,11,1520,1094
SAMPLE_075_x438_y587,SAMPLE_075,438,587,694,843,438,11,1520,1094
SAMPLE_075_x630_y587,SAMPLE_075,630,587,886,843,438,11,1520,1094
SAMPLE_075_x822_y587,SAMPLE_075,822,587,1078,843,438,11,1520,1094
SAMPLE_075_x1014_y587,SAMPLE_075,1014,587,1270,843,438,11,1520,1094
SAMPLE_075_x1206_y587,SAMPLE_075,1206,587,1462,843,438,11,1520,1094
SAMPLE_075_x1264_y587,SAMPLE_075,1264,587,1520,843,438,11,1520,1094
SAMPLE_075_x438_y779,SAMPLE_075,438,779,694,1035,438,11,1520,1094
SAMPLE_075_x630_y779,SAMPLE_075,630,779,886,1035,438,11,1520,1094
SAMPLE_075_x822_y779,SAMPLE_075,822,779,1078,1035,438,11,1520,1094
SAMPLE_075_x1014_y779,SAMPLE_075,1014,779,1270,1035,438,11,1520,1094
SAMPLE_075_x1206_y779,SAMPLE_075,1206,779,1462,1035,438,11,1520,1094
SAMPLE_075_x1264_y779,SAMPLE_075,1264,779,1520,1035,438,11,1520,1094
SAMPLE_075_x438_y838,SAMPLE_075,438,838,694,1094,438,11,1520,1094
SAMPLE_075_x630_y838,SAMPLE_075,630,838,886,1094,438,11,1520,1094
SAMPLE_075_x822_y838,SAMPLE_075,822,838,1078,1094,438,11,1520,1094
SAMPLE_075_x1014_y838,SAMPLE_075,1014,838,1270,1094,438,11,1520,1094
SAMPLE_075_x1206_y838,SAMPLE_075,1206,838,1462,1094,438,11,1520,1094
SAMPLE_075_x1264_y838,SAMPLE_075,1264,838,1520,1094,438,11,1520,1094
SAMPLE_076_x399_y29,SAMPLE_076,399,29,655,285,399,29,1552,1166
SAMPLE_076_x591_y29,SAMPLE_076,591,29,847,285,399,29,1552,1166
SAMPLE_076_x783_y29,SAMPLE_076,783,29,1039,285,399,29,1552,1166
SAMPLE_076_x975_y29,SAMPLE_076,975,29,1231,285,399,29,1552,1166
SAMPLE_076_x1167_y29,SAMPLE_076,1167,29,1423,285,399,29,1552,1166
SAMPLE_076_x1296_y29,SAMPLE_076,1296,29,1552,285,399,29,1552,1166
SAMPLE_076_x399_y221,SAMPLE_076,399,221,655,477,399,29,1552,1166
SAMPLE_076_x591_y221,SAMPLE_076,591,221,847,477,399,29,1552,1166
SAMPLE_076_x783_y221,SAMPLE_076,783,221,1039,477,399,29,1552,1166
SAMPLE_076_x975_y221,SAMPLE_076,975,221,1231,477,399,29,1552,1166
SAMPLE_076_x1167_y221,SAMPLE_076,1167,221,1423,477,399,29,1552,1166
SAMPLE_076_x1296_y221,SAMPLE_076,1296,221,1552,477,399,29,1552,1166
SAMPLE_076_x399_y413,SAMPLE_076,399,413,655,669,399,29,1552,1166
SAMPLE_076_x591_y413,SAMPLE_076,591,413,847,669,399,29,1552,1166
SAMPLE_076_x783_y413,SAMPLE_076,783,413,1039,669,399,29,1552,1166
SAMPLE_076_x975_y413,SAMPLE_076,975,413,1231,669,399,29,1552,1166
SAMPLE_076_x1167_y413,SAMPLE_076,1167,413,1423,669,399,29,1552,1166
SAMPLE_076_x1296_y413,SAMPLE_076,1296,413,1552,669,399,29,1552,1166
SAMPLE_076_x399_y605,SAMPLE_076,399,605,655,861,399,29,1552,1166
SAMPLE_076_x591_y605,SAMPLE_076,591,605,847,861,399,29,1552,1166
SAMPLE_076_x783_y605,SAMPLE_076,783,605,1039,861,399,29,1552,1166
SAMPLE_076_x975_y605,SAMPLE_076,975,605,1231,861,399,29,1552,1166
SAMPLE_076_x1167_y605,SAMPLE_076,1167,605,1423,861,399,29,1552,1166
SAMPLE_076_x1296_y605,SAMPLE_076,1296,605,1552,861,399,29,1552,1166
SAMPLE_076_x399_y797,SAMPLE_076,399,797,655,1053,399,29,1552,1166
SAMPLE_076_x591_y797,SAMPLE_076,591,797,847,1053,399,29,1552,1166
SAMPLE_076_x783_y797,SAMPLE_076,783,797,1039,1053,399,29,1552,1166
SAMPLE_076_x975_y797,SAMPLE_076,975,797,1231,1053,399,29,1552,1166
SAMPLE_076_x1167_y797,SAMPLE_076,1167,797,1423,1053,399,29,1552,1166
SAMPLE_076_x1296_y797,SAMPLE_076,1296,797,1552,1053,399,29,1552,1166
SAMPLE_076_x399_y910,SAMPLE_076,399,910,655,1166,399,29,1552,1166
SAMPLE_076_x591_y910,SAMPLE_076,591,910,847,1166,399,29,1552,1166
SAMPLE_076_x783_y910,SAMPLE_076,783,910,1039,1166,399,29,1552,1166
SAMPLE_076_x975_y910,SAMPLE_076,975,910,1231,1166,399,29,1552,1166
SAMPLE_076_x1167_y910,SAMPLE_076,1167,910,1423,1166,399,29,1552,1166
SAMPLE_076_x1296_y910,SAMPLE_076,1296,910,1552,1166,399,29,1552,1166
SAMPLE_077_x393_y29,SAMPLE_077,393,29,649,285,393,29,1553,1167
SAMPLE_077_x585_y29,SAMPLE_077,585,29,841,285,393,29,1553,1167
SAMPLE_077_x777_y29,SAMPLE_077,777,29,1033,285,393,29,1553,1167
SAMPLE_077_x969_y29,SAMPLE_077,969,29,1225,285,393,29,1553,1167
SAMPLE_077_x1161_y29,SAMPLE_077,1161,29,1417,285,393,29,1553,1167
SAMPLE_077_x1297_y29,SAMPLE_077,1297,29,1553,285,393,29,1553,1167
SAMPLE_077_x393_y221,SAMPLE_077,393,221,649,477,393,29,1553,1167
SAMPLE_077_x585_y221,SAMPLE_077,585,221,841,477,393,29,1553,1167
SAMPLE_077_x777_y221,SAMPLE_077,777,221,1033,477,393,29,1553,1167
SAMPLE_077_x969_y221,SAMPLE_077,969,221,1225,477,393,29,1553,1167
SAMPLE_077_x1161_y221,SAMPLE_077,1161,221,1417,477,393,29,1553,1167
SAMPLE_077_x1297_y221,SAMPLE_077,1297,221,1553,477,393,29,1553,1167
SAMPLE_077_x393_y413,SAMPLE_077,393,413,649,669,393,29,1553,1167
SAMPLE_077_x585_y413,SAMPLE_077,585,413,841,669,393,29,1553,1167
SAMPLE_077_x777_y413,SAMPLE_077,777,413,1033,669,393,29,1553,1167
SAMPLE_077_x969_y413,SAMPLE_077,969,413,1225,669,393,29,1553,1167
SAMPLE_077_x1161_y413,SAMPLE_077,1161,413,1417,669,393,29,1553,1167
SAMPLE_077_x1297_y413,SAMPLE_077,1297,413,1553,669,393,29,1553,1167
SAMPLE_077_x393_y605,SAMPLE_077,393,605,649,861,393,29,1553,1167
SAMPLE_077_x585_y605,SAMPLE_077,585,605,841,861,393,29,1553,1167
SAMPLE_077_x777_y605,SAMPLE_077,777,605,1033,861,393,29,1553,1167
SAMPLE_077_x969_y605,SAMPLE_077,969,605,1225,861,393,29,1553,1167
SAMPLE_077_x1161_y605,SAMPLE_077,1161,605,1417,861,393,29,1553,1167
SAMPLE_077_x1297_y605,SAMPLE_077,1297,605,1553,861,393,29,1553,1167
SAMPLE_077_x393_y797,SAMPLE_077,393,797,649,1053,393,29,1553,1167
SAMPLE_077_x585_y797,SAMPLE_077,585,797,841,1053,393,29,1553,1167
SAMPLE_077_x777_y797,SAMPLE_077,777,797,1033,1053,393,29,1553,1167
SAMPLE_077_x969_y797,SAMPLE_077,969,797,1225,1053,393,29,1553,1167
SAMPLE_077_x1161_y797,SAMPLE_077,1161,797,1417,1053,393,29,1553,1167
SAMPLE_077_x1297_y797,SAMPLE_077,1297,797,1553,1053,393,29,1553,1167
SAMPLE_077_x393_y911,SAMPLE_077,393,911,649,1167,393,29,1553,1167
SAMPLE_077_x585_y911,SAMPLE_077,585,911,841,1167,393,29,1553,1167
SAMPLE_077_x777_y911,SAMPLE_077,777,911,1033,1167,393,29,1553,1167
SAMPLE_077_x969_y911,SAMPLE_077,969,911,1225,1167,393,29,1553,1167
SAMPLE_077_x1161_y911,SAMPLE_077,1161,911,1417,1167,393,29,1553,1167
SAMPLE_077_x1297_y911,SAMPLE_077,1297,911,1553,1167,393,29,1553,1167
SAMPLE_078_x384_y29,SAMPLE_078,384,29,640,285,384,29,1552,1166
SAMPLE_078_x576_y29,SAMPLE_078,576,29,832,285,384,29,1552,1166
SAMPLE_078_x768_y29,SAMPLE_078,768,29,1024,285,384,29,1552,1166
SAMPLE_078_x960_y29,SAMPLE_078,960,29,1216,285,384,29,1552,1166
SAMPLE_078_x1152_y29,SAMPLE_078,1152,29,1408,285,384,29,1552,1166
SAMPLE_078_x1296_y29,SAMPLE_078,1296,29,1552,285,384,29,1552,1166
SAMPLE_078_x384_y221,SAMPLE_078,384,221,640,477,384,29,1552,1166
SAMPLE_078_x576_y221,SAMPLE_078,576,221,832,477,384,29,1552,1166
SAMPLE_078_x768_y221,SAMPLE_078,768,221,1024,477,384,29,1552,1166
SAMPLE_078_x960_y221,SAMPLE_078,960,221,1216,477,384,29,1552,1166
SAMPLE_078_x1152_y221,SAMPLE_078,1152,221,1408,477,384,29,1552,1166
SAMPLE_078_x1296_y221,SAMPLE_078,1296,221,1552,477,384,29,1552,1166
SAMPLE_078_x384_y413,SAMPLE_078,384,413,640,669,384,29,1552,1166
SAMPLE_078_x576_y413,SAMPLE_078,576,413,832,669,384,29,1552,1166
SAMPLE_078_x768_y413,SAMPLE_078,768,413,1024,669,384,29,1552,1166
SAMPLE_078_x960_y413,SAMPLE_078,960,413,1216,669,384,29,1552,1166
SAMPLE_078_x1152_y413,SAMPLE_078,1152,413,1408,669,384,29,1552,1166
SAMPLE_078_x1296_y413,SAMPLE_078,1296,413,1552,669,384,29,1552,1166
SAMPLE_078_x384_y605,SAMPLE_078,384,605,640,861,384,29,1552,1166
SAMPLE_078_x576_y605,SAMPLE_078,576,605,832,861,384,29,1552,1166
SAMPLE_078_x768_y605,SAMPLE_078,768,605,1024,861,384,29,1552,1166
SAMPLE_078_x960_y605,SAMPLE_078,960,605,1216,861,384,29,1552,1166
SAMPLE_078_x1152_y605,SAMPLE_078,1152,605,1408,861,384,29,1552,1166
SAMPLE_078_x1296_y605,SAMPLE_078,1296,605,1552,861,384,29,1552,1166
SAMPLE_078_x384_y797,SAMPLE_078,384,797,640,1053,384,29,1552,1166
